,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,OpenPorchSF,PoolArea,MoSold,YrSold,SalePrice
350,351,120,RL,7820,Pave,IR1,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,9,5,2007,2007,Hip,Ex,TA,PConc,Ex,TA,0,1869,1869,GasA,Ex,Y,SBrkr,1869,0,1869,2,0,2,1,Ex,6,1,2,617,54,0,12,2007,318061
351,352,120,RL,5271,Pave,IR1,Low,AllPub,Inside,Mod,1Fam,1Story,7,5,1986,1986,Gable,TA,TA,PConc,Gd,TA,1082,371,1453,GasA,Gd,Y,SBrkr,1453,0,1453,1,1,2,1,Gd,6,1,2,445,80,0,12,2006,190000
352,353,50,RL,9084,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,6,1941,1950,Gable,TA,TA,CBlock,TA,Fa,236,0,616,GasA,TA,N,SBrkr,616,495,1111,1,0,3,1,TA,5,0,1,200,0,0,3,2008,95000
353,354,30,RM,8520,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,8,1928,2003,Gable,TA,Gd,BrkTil,TA,TA,0,624,624,GasA,Gd,Y,SBrkr,720,0,720,1,0,2,1,TA,5,0,2,484,0,0,5,2010,105900
354,355,50,RL,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,1Fam,1.5Fin,6,5,1940,2000,Gable,TA,TA,CBlock,TA,TA,388,552,940,GasA,Ex,Y,SBrkr,1192,403,1595,1,0,2,1,TA,6,2,1,240,0,0,6,2006,140000
355,356,20,RL,11249,Pave,IR2,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,5,1995,1995,Gable,Gd,Gd,PConc,Gd,Gd,334,322,1200,GasA,Ex,Y,SBrkr,1200,0,1200,2,0,3,1,Gd,6,0,2,521,26,0,8,2007,177500
356,357,20,RL,9248,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,6,1992,1992,Gable,TA,TA,PConc,Gd,TA,560,598,1158,GasA,Gd,Y,SBrkr,1167,0,1167,2,0,3,1,Gd,6,0,2,400,26,0,7,2009,173000
357,358,120,RM,4224,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,5,5,1976,1976,Gable,TA,TA,PConc,Gd,TA,874,268,1142,GasA,TA,Y,SBrkr,1142,0,1142,1,1,3,1,TA,6,1,2,528,90,0,8,2007,134000
358,359,80,RL,6930,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,5,4,1958,1958,Hip,TA,TA,CBlock,TA,TA,300,468,1062,GasA,Ex,Y,FuseF,1352,0,1352,1,0,3,1,Gd,6,0,1,288,0,0,7,2006,130000
359,360,60,RL,12011,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,8,5,1998,1998,Gable,Gd,TA,PConc,Gd,TA,956,130,1086,GasA,Ex,Y,SBrkr,1086,838,1924,2,1,3,1,Gd,7,1,2,592,75,0,6,2006,280000
360,361,85,RL,7540,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,SFoyer,6,6,1978,1978,Gable,TA,TA,CBlock,Gd,TA,773,115,888,GasA,Ex,Y,SBrkr,912,0,912,1,0,2,1,TA,5,1,2,470,0,0,6,2007,156000
361,362,50,RL,9144,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,5,1940,1982,Gable,TA,TA,CBlock,TA,TA,399,484,883,GasA,Gd,Y,SBrkr,988,517,1505,1,0,3,1,TA,8,0,1,240,0,0,7,2008,145000
362,363,85,RL,7301,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,SFoyer,7,5,2003,2003,Gable,Gd,TA,Slab,,,0,0,0,GasA,Ex,Y,SBrkr,495,1427,1922,3,0,4,1,Gd,7,1,2,672,0,0,7,2009,198500
363,364,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,6,8,1972,2007,Gable,TA,TA,CBlock,TA,TA,162,321,483,GasA,Gd,Y,SBrkr,483,504,987,1,1,2,1,Gd,5,0,1,264,0,0,5,2009,118000
364,365,60,RL,18800,Pave,IR1,Lvl,AllPub,FR2,Gtl,1Fam,2Story,6,5,1976,1976,Gable,TA,TA,PConc,Gd,TA,712,84,796,GasA,TA,Y,SBrkr,790,784,1574,2,1,3,1,TA,6,1,2,566,111,0,7,2006,190000
365,366,70,RM,10690,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,5,7,1920,1997,Hip,TA,Gd,CBlock,TA,Fa,456,216,672,GasA,Gd,Y,FuseA,672,672,1344,1,0,3,1,TA,6,0,1,468,128,0,7,2009,147000
366,367,20,RL,9500,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,5,1963,1963,Gable,TA,TA,CBlock,Gd,TA,609,785,1394,GasA,Gd,Y,SBrkr,1394,0,1394,1,1,3,1,TA,6,2,2,514,76,0,7,2009,159000
367,368,80,RL,9150,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,SLvl,6,5,1962,1962,Gable,TA,TA,CBlock,Gd,TA,371,728,1099,GasA,Gd,Y,SBrkr,1431,0,1431,1,0,3,1,TA,6,1,1,296,110,0,12,2008,165000
368,369,20,RL,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1954,1954,Gable,TA,TA,PConc,TA,TA,540,728,1268,GasA,Gd,Y,SBrkr,1268,0,1268,1,0,2,1,TA,7,1,1,244,98,0,3,2010,132000
369,370,20,RL,9830,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,7,1959,2006,Gable,TA,Gd,CBlock,TA,TA,72,733,1063,GasA,Ex,Y,SBrkr,1287,0,1287,1,0,3,1,Gd,7,1,2,576,17,0,3,2010,162000
370,371,60,RL,8121,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,2000,2000,Gable,TA,TA,PConc,Gd,TA,0,953,953,GasA,Ex,Y,SBrkr,953,711,1664,2,1,3,1,TA,7,1,2,460,40,0,1,2006,172400
371,372,50,RL,17120,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,4,4,1959,1959,Gable,TA,TA,CBlock,,,0,0,0,GasA,TA,Y,SBrkr,1120,468,1588,2,0,4,1,TA,7,1,2,680,59,0,7,2008,134432
372,373,120,RL,7175,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,6,5,1984,1984,Gable,TA,TA,CBlock,Gd,TA,623,0,744,GasA,TA,Y,SBrkr,752,0,752,1,0,2,1,TA,4,0,1,264,0,0,2,2010,125000
373,374,20,RL,10634,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1953,1953,Gable,TA,TA,PConc,TA,TA,428,0,608,GasA,TA,Y,SBrkr,1319,0,1319,1,0,3,1,TA,5,0,1,270,0,0,11,2009,123000
374,375,60,RL,8200,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,2003,2004,Gable,Gd,TA,PConc,Gd,TA,0,847,847,GasA,Ex,Y,SBrkr,847,1081,1928,2,1,4,1,Gd,8,1,2,434,48,0,7,2007,219500
375,376,30,RL,10020,Pave,IR1,Low,AllPub,Inside,Sev,1Fam,1Story,1,1,1922,1950,Gable,Fa,Fa,BrkTil,Fa,Po,350,333,683,GasA,Gd,N,FuseA,904,0,904,0,1,1,1,Fa,4,0,0,0,0,0,3,2009,61000
376,377,85,RL,8846,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,SFoyer,5,5,1996,1996,Gable,Gd,TA,PConc,Gd,TA,298,572,870,GasA,Ex,Y,SBrkr,914,0,914,1,0,2,1,TA,5,0,2,576,0,0,7,2006,148000
377,378,60,FV,11143,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,8,5,2004,2005,Gable,Gd,TA,PConc,Gd,TA,0,1580,1580,GasA,Ex,Y,SBrkr,1580,886,2466,3,0,4,1,Gd,8,1,2,610,214,0,12,2007,340000
378,379,20,RL,11394,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,9,2,2010,2010,Hip,Gd,TA,PConc,Ex,TA,1445,411,1856,GasA,Ex,Y,SBrkr,1856,0,1856,1,1,1,1,Ex,8,1,3,834,0,0,6,2010,394432
379,380,60,RL,8123,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,2000,2000,Gable,TA,TA,PConc,Gd,TA,0,982,982,GasA,Ex,Y,SBrkr,1007,793,1800,2,1,3,1,TA,7,1,2,463,63,0,6,2009,179000
380,381,50,RL,5000,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,6,1924,1950,Gable,TA,TA,BrkTil,TA,TA,218,808,1026,GasA,TA,Y,SBrkr,1026,665,1691,2,0,3,1,Gd,6,1,1,308,0,0,5,2010,127000
381,382,20,FV,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2006,2006,Gable,Gd,TA,PConc,Gd,Gd,0,1293,1293,GasA,Ex,Y,SBrkr,1301,0,1301,2,0,2,1,Gd,5,1,2,572,121,0,8,2006,187750
382,383,60,RL,9245,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,2006,2006,Gable,Gd,TA,PConc,Gd,TA,0,939,939,GasA,Ex,Y,SBrkr,939,858,1797,2,1,3,1,Gd,8,0,2,639,53,0,4,2007,213500
383,384,45,RH,9000,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Unf,6,3,1928,1950,Gable,TA,TA,BrkTil,Fa,Fa,0,784,784,GasA,TA,N,FuseA,784,0,784,1,0,2,1,TA,5,0,2,360,0,0,10,2009,76000
384,385,60,RL,53107,Pave,IR2,Low,AllPub,Corner,Mod,1Fam,2Story,6,5,1992,1992,Gable,Gd,TA,PConc,Gd,TA,985,595,1580,GasA,Ex,Y,SBrkr,1079,874,1953,2,1,3,1,Gd,9,2,2,501,231,0,6,2007,240000
385,386,120,RL,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,8,5,2004,2005,Gable,Gd,TA,PConc,Gd,TA,24,1232,1256,GasA,Ex,Y,SBrkr,1269,0,1269,2,0,2,1,Gd,6,1,2,430,20,0,4,2010,192000
386,387,50,RL,8410,Pave,Reg,Lvl,AllPub,FR2,Gtl,1Fam,1.5Fin,5,3,1910,1996,Gambrel,TA,Fa,PConc,TA,TA,0,658,658,GasA,TA,Y,SBrkr,658,526,1184,1,0,5,1,TA,8,0,0,0,151,0,5,2006,81000
387,388,80,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,SLvl,6,6,1976,1976,Hip,TA,TA,CBlock,TA,TA,631,410,1041,GasA,Ex,Y,SBrkr,1125,0,1125,1,0,3,1,TA,6,1,1,352,0,0,10,2009,125000
388,389,20,RL,9382,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,1Story,7,5,1999,2000,Gable,Gd,TA,PConc,Gd,TA,0,1468,1468,GasA,Ex,Y,SBrkr,1479,0,1479,2,0,3,1,Gd,6,0,2,577,25,0,7,2008,191000
389,390,60,RL,12474,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,10,5,2007,2008,Gable,Ex,TA,PConc,Ex,TA,1280,402,1682,GasA,Ex,Y,SBrkr,1742,590,2332,2,1,3,1,Ex,9,1,3,846,134,0,8,2008,426000
390,391,50,RL,8405,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,8,1900,1950,Gable,TA,TA,BrkTil,TA,Gd,241,229,861,GasA,Ex,Y,SBrkr,961,406,1367,1,0,4,1,TA,7,0,1,384,130,0,4,2008,119000
391,392,60,RL,12209,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,6,5,2001,2002,Gable,TA,TA,PConc,Ex,TA,690,114,804,GasA,Ex,Y,SBrkr,804,1157,1961,2,1,3,1,Gd,7,1,2,560,192,0,6,2009,215000
392,393,20,RL,8339,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,7,1959,1959,Gable,TA,TA,Slab,,,0,0,0,GasA,TA,Y,SBrkr,882,0,882,1,0,3,1,TA,5,0,1,294,0,0,7,2007,106500
393,394,30,RL,7446,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,4,5,1941,1950,Gable,TA,TA,CBlock,TA,TA,266,522,788,GasA,TA,Y,FuseA,788,0,788,1,0,2,1,TA,4,2,0,0,0,0,4,2006,100000
394,395,50,RL,10134,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,6,1940,1950,Gable,TA,TA,CBlock,TA,TA,0,735,735,GasA,Gd,Y,FuseA,735,299,1034,1,0,2,1,TA,5,0,1,240,39,0,7,2007,109000
395,396,20,RL,9571,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1956,1956,Gable,TA,TA,CBlock,TA,TA,739,405,1144,GasA,TA,Y,SBrkr,1144,0,1144,1,0,3,1,TA,6,0,1,596,0,0,6,2010,129000
396,397,20,RL,7200,Pave,Reg,Low,AllPub,Inside,Gtl,1Fam,1Story,5,5,1972,1972,Hip,TA,TA,CBlock,TA,TA,777,117,894,GasA,TA,Y,SBrkr,894,0,894,1,0,2,1,TA,6,0,2,600,0,0,9,2009,123000
397,398,60,RL,7590,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,5,5,1962,1962,Gable,TA,TA,CBlock,TA,TA,540,324,864,GasA,TA,Y,SBrkr,876,936,1812,2,0,4,1,TA,8,1,1,264,168,0,7,2007,169500
398,399,30,RM,8967,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1Story,5,2,1920,1950,Gable,TA,Fa,BrkTil,Fa,Po,0,961,961,GasA,Gd,Y,Mix,1077,0,1077,1,0,2,1,TA,6,0,1,338,0,0,11,2007,67000
399,400,60,FV,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,2006,2007,Gable,Gd,TA,PConc,Gd,TA,812,280,1092,GasA,Ex,Y,SBrkr,1112,438,1550,2,0,2,1,Gd,7,0,2,438,168,0,10,2009,241000
400,401,120,RL,14963,Pave,IR2,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,8,5,1996,1996,Gable,Gd,TA,PConc,Gd,TA,786,474,1260,GasA,Ex,Y,SBrkr,1288,0,1288,1,1,1,1,Ex,4,2,2,500,30,0,12,2008,245500
401,402,20,RL,8767,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2005,2005,Gable,Gd,TA,PConc,Gd,TA,24,1286,1310,GasA,Ex,Y,SBrkr,1310,0,1310,2,0,3,1,Gd,6,1,2,400,0,0,7,2006,164990
402,403,30,RL,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,8,1940,1997,Gable,TA,TA,PConc,TA,TA,0,672,672,GasA,Ex,Y,SBrkr,672,0,672,1,0,2,1,TA,4,0,1,240,0,0,8,2008,108000
403,404,60,RL,12090,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,8,5,1998,1998,Hip,Gd,TA,PConc,Gd,TA,0,1141,1141,GasA,Gd,Y,SBrkr,1165,1098,2263,2,1,4,1,Gd,10,1,2,420,123,0,7,2006,258000
404,405,60,RL,10364,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,5,1995,1996,Gable,TA,TA,PConc,Gd,TA,0,806,806,GasA,Gd,Y,SBrkr,806,766,1572,2,1,3,1,TA,7,1,2,373,40,0,5,2007,168000
405,406,20,RL,9991,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,4,4,1976,1993,Gable,TA,TA,CBlock,TA,TA,1116,165,1281,GasA,Ex,Y,SBrkr,1620,0,1620,2,0,3,1,TA,8,1,2,490,78,0,6,2009,150000
406,407,50,RL,10480,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,6,5,1936,1950,Gable,TA,TA,BrkTil,TA,TA,0,1064,1064,GasA,Ex,Y,FuseA,1166,0,1639,1,0,3,1,TA,6,0,1,240,0,0,3,2008,115000
407,408,70,RL,15576,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,7,1915,1976,Gable,TA,TA,BrkTil,Gd,TA,0,840,840,GasA,Ex,Y,SBrkr,840,840,1680,2,0,4,1,TA,8,0,1,308,0,0,3,2008,177000
408,409,60,RL,14154,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,2Story,7,5,2006,2006,Gable,Gd,TA,PConc,Ex,Gd,0,1063,1063,GasA,Ex,Y,SBrkr,1071,1101,2172,2,1,3,1,Gd,9,1,3,947,62,0,8,2007,280000
409,410,60,FV,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,2007,2008,Gable,Gd,TA,PConc,Ex,TA,789,245,1034,GasA,Ex,Y,SBrkr,1050,1028,2078,2,1,3,1,Ex,8,1,3,836,102,0,4,2008,339750
410,411,20,RL,9571,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,3,1958,1958,Gable,TA,Fa,CBlock,TA,Fa,0,1276,1276,GasA,TA,Y,FuseA,1276,0,1276,1,0,3,1,TA,5,0,1,350,0,0,6,2009,60000
411,412,190,RL,34650,Pave,Reg,Bnk,AllPub,Inside,Gtl,2fmCon,1Story,5,5,1955,1955,Hip,TA,TA,CBlock,TA,TA,1056,0,1056,GasA,TA,N,SBrkr,1056,0,1056,1,0,3,1,TA,5,0,2,572,0,0,1,2006,145000
412,413,20,FV,4403,Pave,IR2,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2009,2009,Gable,Ex,TA,PConc,Ex,TA,578,892,1470,GasA,Ex,Y,SBrkr,1478,0,1478,2,1,2,1,Gd,7,1,2,484,144,0,6,2010,222000
413,414,30,RM,8960,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1927,1950,Gable,TA,TA,CBlock,TA,TA,0,1008,1008,GasA,Gd,Y,FuseA,1028,0,1028,1,0,2,1,TA,5,1,2,360,0,0,3,2010,115000
414,415,60,RL,11228,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,7,5,1993,1993,Gable,Gd,TA,PConc,Gd,TA,50,499,1080,GasA,Ex,Y,SBrkr,1080,1017,2097,2,1,3,1,Gd,9,1,3,678,187,0,12,2008,228000
415,416,20,RL,8899,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2007,2007,Gable,Gd,TA,PConc,Gd,TA,24,1316,1340,GasA,Ex,Y,SBrkr,1340,0,1340,2,0,3,1,Gd,6,0,2,396,30,0,8,2007,181134
416,417,60,RL,7844,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,7,1978,1978,Hip,TA,TA,CBlock,TA,TA,209,463,672,GasA,TA,Y,SBrkr,672,728,1400,1,1,3,1,TA,6,1,2,440,0,0,3,2006,149500
417,418,70,RL,22420,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,2Story,6,6,1918,1950,Hip,TA,TA,BrkTil,Gd,TA,1128,242,1370,GasW,TA,N,FuseA,1370,1254,2624,2,1,4,1,TA,10,1,3,864,0,0,11,2007,239000
418,419,50,RL,8160,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,6,1940,1950,Gable,TA,TA,BrkTil,TA,TA,312,444,756,GasA,Fa,N,FuseF,756,378,1134,1,1,3,1,TA,7,0,1,240,0,0,4,2007,126000
419,420,20,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1968,1968,Gable,TA,TA,CBlock,TA,TA,775,281,1056,GasA,Ex,Y,SBrkr,1056,0,1056,1,0,3,1,TA,6,1,1,304,85,0,7,2010,142000
420,421,90,RM,7060,Pave,Reg,Lvl,AllPub,Inside,Gtl,Duplex,SFoyer,7,5,1997,1998,Gable,TA,Gd,PConc,Gd,Gd,1309,35,1344,GasA,Ex,Y,SBrkr,1344,0,1344,2,0,2,2,TA,8,0,4,784,0,0,11,2008,206300
421,422,20,RL,16635,Pave,IR1,Lvl,AllPub,FR2,Gtl,1Fam,1Story,6,7,1977,2000,Gable,Gd,TA,CBlock,Gd,TA,1246,356,1602,GasA,Gd,Y,SBrkr,1602,0,1602,2,0,3,1,Gd,8,1,2,529,0,0,6,2009,215000
422,423,20,RL,21750,Pave,Reg,HLS,AllPub,Inside,Mod,1Fam,1Story,5,5,1954,1954,Hip,TA,TA,CBlock,TA,TA,0,988,988,GasA,Ex,Y,FuseA,988,0,988,1,0,2,1,TA,4,0,2,520,0,0,2,2008,113000
423,424,60,RL,9200,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,8,5,1998,1998,Gable,Gd,TA,PConc,Gd,TA,986,484,1470,GasA,Gd,Y,SBrkr,1470,1160,2630,2,1,4,1,Gd,8,1,3,696,66,0,6,2008,315000
424,425,20,RL,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,6,5,1956,1956,Gable,TA,TA,CBlock,Gd,TA,616,580,1196,GasA,Gd,Y,FuseA,1196,0,1196,1,0,2,1,TA,6,1,1,297,44,0,5,2008,139000
425,426,60,RM,3378,Pave,Reg,HLS,AllPub,Inside,Gtl,1Fam,2Story,7,8,1946,1992,Gable,TA,Gd,CBlock,TA,TA,0,651,651,GasA,Gd,Y,SBrkr,707,682,1389,1,1,3,1,TA,6,2,1,240,0,0,9,2009,135000
426,427,80,RL,12800,Pave,Reg,Low,AllPub,Inside,Mod,1Fam,SLvl,7,5,1989,1989,Gable,Gd,TA,PConc,Gd,TA,1518,0,1518,GasA,Gd,Y,SBrkr,1644,0,1644,2,0,2,1,Gd,5,1,2,569,0,0,8,2009,275000
427,428,20,RL,8593,Pave,IR1,Lvl,AllPub,Inside,Gtl,1Fam,1Story,4,6,1957,1957,Hip,TA,TA,CBlock,TA,TA,288,619,907,GasA,Ex,Y,SBrkr,907,0,907,1,0,3,1,TA,5,0,1,352,0,0,7,2008,109008
428,429,20,RL,6762,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,7,5,2007,2007,Gable,Gd,TA,PConc,Gd,TA,664,544,1208,GasA,Ex,Y,SBrkr,1208,0,1208,2,0,2,1,Gd,6,0,2,628,54,0,9,2007,195400
429,430,20,RL,11457,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,1Story,6,5,1988,1988,Gable,TA,TA,CBlock,Gd,TA,1005,387,1392,GasA,TA,Y,SBrkr,1412,0,1412,2,0,3,1,Gd,6,1,2,576,0,0,3,2009,175000
430,431,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,2Story,6,5,1971,1971,Gable,TA,TA,CBlock,TA,TA,387,96,483,GasA,TA,Y,SBrkr,483,504,987,1,1,2,1,TA,4,0,1,264,0,0,7,2008,85400
431,432,50,RM,5586,Pave,IR1,Bnk,AllPub,Inside,Gtl,1Fam,1.5Fin,6,7,1920,1998,Gable,TA,TA,BrkTil,TA,TA,0,901,901,GasA,Gd,Y,SBrkr,1088,110,1198,1,0,4,1,TA,7,0,0,0,98,0,9,2008,79900
432,433,160,RM,1920,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,2Story,5,5,1971,1971,Gable,TA,TA,CBlock,TA,TA,471,294,765,GasA,Ex,Y,SBrkr,765,600,1365,1,1,2,1,TA,6,0,2,440,36,0,8,2007,122500
433,434,60,RL,10839,Pave,IR1,Lvl,AllPub,Corner,Gtl,1Fam,2Story,6,5,1997,1998,Gable,TA,TA,PConc,Gd,TA,0,926,926,GasA,Ex,Y,SBrkr,926,678,1604,2,1,3,1,TA,7,1,2,470,36,0,7,2008,181000
434,435,180,RM,1890,Pave,Reg,Lvl,AllPub,Inside,Gtl,Twnhs,SFoyer,4,7,1972,1972,Gable,TA,Gd,CBlock,Gd,TA,495,135,630,GasA,Gd,Y,SBrkr,630,0,630,1,0,1,1,TA,3,0,0,0,0,0,6,2008,81000
435,436,60,RL,10667,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,1Fam,2Story,7,6,1996,1996,Gable,Gd,TA,PConc,Gd,TA,385,70,799,GasA,Ex,Y,SBrkr,827,834,1661,2,1,3,1,Gd,6,1,2,550,61,0,4,2009,212000
436,437,50,RM,4400,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,6,8,1920,1950,Gable,TA,TA,BrkTil,Fa,TA,0,648,648,GasA,TA,Y,FuseA,734,384,1118,1,0,2,1,TA,6,0,2,440,0,0,10,2006,116000
437,438,45,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Unf,6,7,1926,2004,Gable,Gd,TA,PConc,TA,TA,0,884,884,GasA,Gd,Y,SBrkr,904,0,904,1,0,2,1,TA,4,0,1,180,0,0,1,2009,119000
438,439,30,RL,4280,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,5,6,1913,2002,Gable,TA,TA,PConc,TA,TA,365,75,440,GasA,TA,N,SBrkr,694,0,694,1,0,2,1,Gd,4,1,1,352,0,0,3,2007,90350
439,440,50,RL,12354,Pave,Reg,Lvl,AllPub,Corner,Gtl,1Fam,1.5Fin,6,8,1920,2000,Gable,TA,TA,BrkTil,TA,Fa,0,684,684,GasA,Gd,Y,SBrkr,684,512,1196,1,0,3,1,Gd,7,0,2,528,46,0,8,2009,110000
440,441,20,RL,15431,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1Story,10,5,2008,2008,Hip,Ex,TA,PConc,Ex,TA,1767,788,3094,GasA,Ex,Y,SBrkr,2402,0,2402,2,0,2,1,Ex,10,2,3,672,72,0,4,2009,555000
441,442,90,RL,12108,Pave,Reg,Lvl,AllPub,Inside,Gtl,Duplex,1Story,4,4,1955,1955,Gable,TA,TA,CBlock,TA,TA,133,1307,1440,GasA,TA,N,FuseF,1440,0,1440,2,0,4,2,Fa,8,0,0,0,0,0,9,2008,118000
442,443,50,RM,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,1.5Fin,5,7,1930,1992,Gable,TA,TA,PConc,TA,TA,0,1078,1078,GasA,TA,Y,SBrkr,1128,445,1573,2,0,3,1,TA,8,1,2,360,0,0,6,2008,162900
443,444,120,RL,3922,Pave,Reg,Lvl,AllPub,Inside,Gtl,TwnhsE,1Story,7,5,2006,2007,Gable,Gd,TA,PConc,Ex,TA,0,1258,1258,GasA,Ex,Y,SBrkr,1258,0,1258,2,0,2,1,Gd,6,1,3,648,16,0,6,2007,172500
444,445,60,RL,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,1Fam,2Story,7,5,1994,1995,Gable,Gd,Gd,PConc,Gd,TA,642,273,915,GasA,Ex,Y,SBrkr,933,975,1908,2,1,4,1,Gd,8,1,2,493,133,0,7,2008,210000
